id,exp,sol
MAR220A,0,0
MAR220B,0,0
MAR220C,0,0
MAR220,0,0
MAR221,5,0
MAR222,5,5
MAR223A,1,5
MAR223B,2,5
MAR223C,3,5
MAR223D,2,3
MAR223E,4,5
MAR223,4,5
MAR224A,4,0
MAR224B,5,2
MAR224,5,5
MAR225,5,0
MAR226,2,0
MAR228,5,0
MAR230,5,3
MAR231,5,0
MAR232,3,1
MAR235,5,5
MAR236,5,5
MAR237,4,3
MAR238,5,5
MAR239,5,5
MAR240,5,2
MAR252A,5,5
MAR258,5,2
MAR277A,4,3
MAR277,4,0
MBR13,0,0
MBR146,5,0
MBR147,3,5
MBR148,0,0
MBR166A,0,0
MBR174A,0,0
MBR177,3,1
MBR180,5,5
MBR181,4,1
MBR182,3,4
MBR183,0,0
MBR185,4,0
MBR190,0,0
MBR194,4,0
MBR195,2,4
MBR196,4,5
MBR198A,5,5
MBR198,5,5
MBR199A,5,0
MBR199,5,0
MBR200A,5,3
MBR205,3,0
MBR208A,0,0
MBR208B,0,0
MBR208,5,5
MBR215,5,0
MCR106,3,5
MCR10A,5,4
MCR10,5,5
MCR113,5,1
MCR114,4,4
MCR115,4,4
MCR118,0,0
MCR119,5,5
MCR11,1,1
MCR120,3,5
MCR123,0,0
MCR124,0,0
MCR125,0,0
MCR126,4,1
MCR127,0,0
MCR129,0,0
MCR12,5,0
MCR130,0,0
MCR131,0,0
MCR132,0,0
MCR135,3,5
MCR137,3,0
MCR138,4,1
MCR139,1,3
MCR13,5,5
MCR140,0,0
MCR14,5,5
MCR15,0,0
MCR16,4,2
MCR17,3,5
MCR18,5,4
MCR19,4,3
MCR1,5,5
MCR21,4,4
MCR2,5,5
MCR3,4,4
MCR4,5,4
MCR5,0,0
MCR66,0,0
MCR70,0,0
MCR73,0,0
MCR75,5,4
MCR7,4,3
MCR82,0,0
MCR83,0,0
MCR86,3,1
MCR87,3,5
MCR89,0,0
MCR8,0,0
MCR90,5,0
MCR93,4,2
MCR95,2,0
MCR9,0,0
MGR19,5,0
MGR1,0,0
MGR3,5,3
MGR4,5,3
MGR5,0,0
MGR6,5,5
MHR10,5,0
MHR12,5,0
MHR15A,0,0
MHR15B,0,0
MHR15C,3,3
MHR15D,3,5
MHR15E,2,0
MHR17,5,0
MHR18A,3,0
MHR18B,5,5
MHR18C,5,0
MHR18D,3,0
MHR18E,0,0
MHR18F,3,3
MHR18,5,0
MHR19,5,1
MHR1A,0,0
MHR1B,0,0
MHR1C,5,5
MHR1D,3,0
MHR1E,3,2
MHR22,3,5
MHR28B,5,0
MHR28D,5,5
MHR29,3,2
MHR34,5,5
MHR35,5,0
MHR3,5,0
MHR40A,0,0
MHR40B,5,5
MHR40,5,2
MHR6A,4,3
MHR6B,5,3
MJR100,4,5
MJR102,0,0
MJR104,4,4
MJR105,4,5
MJR106,4,5
MJR107,2,0
MJR114,4,0
MJR115,3,1
MJR116,4,3
MJR117A,3,5
MJR117B,5,5
MJR117C,3,5
MJR118A,1,4
MJR118B,3,5
MJR118C,3,5
MJR118D,3,5
MJR118E,4,5
MJR119,2,4
MJR124,5,3
MJR125,0,0
MJR126,0,0
MJR52,0,0
MJR53,4,3
MJR54,0,0
MJR55,2,2
MJR56,4,1
MJR57,3,3
MJR58,0,0
MJR59,3,1
MJR60,2,2
MJR61,3,2
MJR62,2,2
MJR63,1,0
MJR64,3,3
MJR65,2,2
MJR66,4,4
MJR67,4,0
MJR68,3,1
MJR69,0,0
MJR70,4,3
MJR71,5,4
MJR72,3,0
MJR73,0,0
MJR74,2,2
MJR75,4,4
MJR76,4,4
MJR77,3,3
MJR78,3,3
MJR79,5,2
MJR80,3,3
MJR81,4,3
MJR82,2,2
MJR83,4,5
MJR84,3,3
MJR85,5,3
MJR92,4,4
MJR93,5,5
MJR94,3,3
MJR95,4,5
MJR96,0,0
MJR98,5,5
MJR99,5,5
MLR110A,5,0
MLR110,5,2
MLR111A,0,0
MLR111B,0,0
MLR111C,0,0
MLR111D,3,0
MLR111E,4,0
MLR111F,4,0
MLR112A,5,0
MLR112B,5,0
MLR113A,5,4
MLR113B,5,4
MLR113C,0,0
MLR113D,0,0
MLR114A,5,0
MLR116A,0,0
MLR116B,5,2
MLR116C,5,3
MLR117A,0,0
MLR117B,0,0
MLR117C,0,0
MLR118C,5,0
MLR118D,4,0
MLR119B,0,0
MLR11,5,5
MLR120A,1,0
MLR121A,4,3
MLR123A,0,0
MLR123,5,4
MLR124A,4,4
MLR124B,4,4
MLR124C,5,3
MLR125,4,1
MLR128,0,0
MLR130,0,0
MLR131,0,0
MLR132,0,0
MLR133,5,0
MLR138,3,4
MLR13,5,3
MLR21,3,2
MLR22,2,3
MLR24,4,0
MLR25,5,5
MLR29,0,0
MLR30,5,0
MLR32,5,3
MLR34,3,4
MLR35,0,0
MLR37,0,0
MLR3,1,1
MLR40A,0,0
MLR41,3,5
MLR42,3,0
MLR43,2,2
MLR45,0,0
MLR46,5,4
MLR52,5,0
MLR54,1,1
MLR5,3,2
MLR69,5,2
MLR71,0,0
MLR72,4,3
MLR73,0,0
MLR74,0,0
MLR75,5,5
MLR77,0,0
MLR79,0,0
MLR7,5,4
MLR81,4,2
MMR1,0,0
MMR32A,2,1
MPR10,3,3
MPR11,0,0
MPR12,0,0
MPR14,5,4
MPR16,0,0
MPR17,0,1
MPR18,1,1
MPR19,0,1
MPR20,0,0
MPR21,1,1
MPR22,2,1
MPR23,0,0
MPR24,0,0
MPR25,0,0
MPR26,0,0
MPR27,3,3
MPR28,0,0
MPR29,4,0
MPR30,2,1
MPR32,0,0
MPR34A,0,0
MPR3,5,3
MPR4,4,5
MPR6,3,3
MPR7,4,4
MPR8,2,2
MPR9,0,0
MR100A,4,0
MR100B,5,0
MR100C,5,1
MR100,0,0
MR101B,5,4
MR101C,4,2
MR101,5,4
MR102A,0,0
MR102B,5,0
MR102,5,3
MR104,0,0
MR106,0,0
MR111,5,3
MR32,5,5
MR33,0,0
MR34,4,5
MR35,0,0
MR36A,5,5
MR36,3,2
MR37,0,0
MR38,0,0
MR39,5,1
MR40,4,0
MR41,2,0
MR73,4,4
MR80,4,4
MR81,5,5
MR82,4,2
MR83,0,0
MR89,0,0
MR90,0,0
MR91,5,5
MR92,5,4
MR93,3,3
MR95,4,5
MR96,4,5
MR97,0,0
MR98A,3,5
MR98B,2,0
MR99A,5,5
MR99B,0,0
MRR103,4,2
MRR105,3,3
MRR108,4,0
MRR10,0,0
MRR110A,0,0
MRR110B,5,5
MRR110D,1,5
MRR110E,1,3
MRR111A,0,0
MRR111B,4,0
MRR113,2,4
MRR114,3,3
MRR116,2,4
MRR118,3,0
MRR119,3,0
MRR121A,5,5
MRR12,5,5
MRR13,5,0
MRR14,0,0
MRR15,5,5
MRR16,5,5
MRR17,5,5
MRR18,5,5
MRR19,5,3
MRR20,5,2
MRR21,5,1
MRR23,0,0
MRR24,5,5
MRR25,3,5
MRR26,0,0
MRR27,5,2
MRR28,5,0
MRR29,5,3
MRR2,5,3
MRR30,5,3
MRR31,4,4
MRR32,5,5
MRR33,5,5
MRR35,5,0
MRR36,5,3
MRR37,5,0
MRR38,5,2
MRR3,4,5
MRR40,0,0
MRR41,5,5
MRR42,5,5
MRR43,0,0
MRR44,5,5
MRR45,0,0
MRR46,0,0
MRR47,5,3
MRR48,4,5
MRR49,5,2
MRR4,5,5
MRR50,5,0
MRR51,4,4
MRR52,4,4
MRR53,4,3
MRR54,3,3
MRR55,3,0
MRR56,3,2
MRR57,5,3
MRR58,2,1
MRR59,5,0
MRR5,5,5
MRR60,5,0
MRR61,2,0
MRR63,5,5
MRR64,3,3
MRR65,5,1
MRR66,5,5
MRR67,5,0
MRR68,5,0
MRR69,5,3
MRR6,0,0
MRR70,5,5
MRR72,2,3
MRR74,5,2
MRR79,5,5
MRR7,5,5
MRR80,5,3
MRR82,5,5
MRR83,4,4
MRR84,5,5
MRR85,5,5
MRR86,4,5
MRR87,4,5
MRR88,4,5
MRR89,0,0
MRR8,0,0
MRR90,4,5
MRR91,0,0
MRR93,5,4
MRR94,5,4
MRR95,5,5
MRR96,0,0
MRR9,0,0
NER109,4,0
NER10,5,5
NER110,5,1
NER111,4,4
NER112,5,2
NER113A,5,0
NER113B,3,0
NER114,5,5
NER115,0,0
NER116,5,4
NER117,4,3
NER119A,5,4
NER119B,5,2
NER11,5,3
NER120A,2,0
NER120B,0,0
NER120,5,2
NER121A,5,0
NER121B,5,0
NER121C,5,0
NER121D,5,0
NER121,5,5
NER122A,5,1
NER122B,5,3
NER122C,5,0
NER122D,5,1
NER122E,5,3
NER122F,5,3
NER122G,5,0
NER122H,5,2
NER122I,5,2
NER123A,5,0
NER123B,0,0
NER123C,0,0
NER123D,0,0
NER123,0,0
NER124A,5,0
NER124B,5,0
NER124C,5,0
NER124D,5,0
NER124,5,2
NER125,5,2
NER126,5,2
NER12,5,5
NER130,0,0
NER131,3,1
NER13,5,1
NER146,5,5
NER147,0,0
NER14,1,0
NER16,5,0
NER17,4,0
NER19,5,5
NER1,5,3
NER21,4,3
NER22,5,5
NER24,5,0
NER25,5,5
NER28,5,0
NER2,3,0
NER31,5,0
NER32,5,0
NER33,5,5
NER35,5,2
NER37,5,5
NER38,3,4
NER39,0,0
NER40,4,2
NER41,2,1
NER42,5,3
NER43,0,0
NER44,5,3
NER45A,5,4
NER45,3,1
NER46,4,4
NER47,0,0
NER48,1,0
NER49,4,5
NER50,0,0
NER51,4,4
NER52,2,0
NER5,5,5
NER6,3,0
NER7,3,1
NER85,0,0
NER9,5,3
NGR10,4,4
NGR11,5,0
NGR12,5,5
NGR13,5,4
NGR14,0,0
NGR15,4,4
NGR16,4,4
NGR17,5,0
NGR18,5,4
NGR19,4,2
NGR1,5,5
NGR20,0,0
NGR21,5,0
NGR22,5,0
NGR23,5,0
NGR2,0,0
NGR36,5,3
NGR38,3,1
NGR3,3,5
NGR40,0,0
NGR43,5,5
NGR45,5,4
NGR46,3,2
NGR48,5,5
NGR4,0,0
NGR51,4,5
NGR55,5,3
NGR56,5,4
NGR57,4,3
NGR59,5,4
NGR5A,4,3
NGR5,3,4
NGR60,5,3
NGR61,2,2
NGR62,4,2
NGR63,5,4
NGR64,5,3
NGR65,5,5
NGR66,0,3
NGR67,5,3
NGR68,5,3
NGR69,5,5
NGR6,0,0
NGR72,4,5
NGR73,5,5
NGR74A,3,5
NGR74,5,5
NGR75A,0,0
NGR75B,5,3
NGR76,0,0
NGR77A,0,0
NGR77,3,5
NGR78,3,2
NGR79A,5,5
NGR79B,5,5
NGR79C,5,3
NGR79,5,5
NGR7,2,2
NGR80A,5,0
NGR80B,5,0
NGR80C,0,0
NGR80D,0,0
NGR80,5,5
NGR81,0,0
NGR84A,0,0
NGR8,4,1
NGR9,0,0
NSR130,4,5
NSR142,4,5
NSR15,0,0
NSR164,0,0
NSR199,5,0
NSR19,0,0
NSR226,5,4
NSR22,0,0
NSR278,5,0
NSR280,5,0
NSR285A,0,0
NSR285B,0,0
NSR285C,0,0
NSR285D,5,5
NSR285E,0,0
NSR286A,4,4
NSR286B,4,4
NSR287A,5,1
NSR287B,5,0
NSR288,4,0
NSR294,4,0
NSR295,5,1
NSR296,5,0
NSR297,5,0
NSR298,5,0
NSR299,4,2
NSR300A,5,0
NSR300B,5,0
NSR300C,5,0
NSR300D,3,0
NSR301D,4,0
NSR301,0,0
NSR302,5,2
NSR303,5,2
NSR304A,5,3
NSR304B,4,0
NSR305A,4,2
NSR306A,5,0
NSR306,5,0
NSR307A,4,1
NSR307B,5,2
NSR310,3,5
NSR323,3,3
NSR324,5,4
NSR334,5,5
NSR33,0,0
NSR345,0,0
NSR353,4,4
NSR379A,5,5
NSR379,3,0
NSR383A,5,2
NSR384A,5,2
NSR390A,5,2
NSR392A,5,0
NSR395,5,0
NSR3,0,0
NSR40,4,0
NSR414,5,3
NSR43,4,0
NSR46,4,4
NSR5,3,2
NSR7,5,5
NSR9,4,0
OR3,4,5
PAR100,4,0
PAR101,4,1
PAR102,1,1
PAR103,5,5
PAR105,0,0
PAR106,4,3
PAR107,0,0
PAR108,3,0
PAR109,5,0
PAR10,5,5
PAR110,2,0
PAR111,0,0
PAR112,0,0
PAR113,1,1
PAR114,2,1
PAR115,0,0
PAR116,2,2
PAR117,0,0
PAR118,4,0
PAR119,3,3
PAR120,4,4
PAR121,0,0
PAR122,5,0
PAR123,0,0
PAR124,0,0
PAR125,0,0
PAR126,0,0
PAR127,4,4
PAR128,4,4
PAR129,0,0
PAR130,5,1
PAR131,0,0
PAR132,0,0
PAR133,5,0
PAR14,5,5
PAR172,4,3
PAR175,5,0
PAR176,4,1
PAR177,5,4
PAR178,3,3
PAR182,4,4
PAR184,4,0
PAR185,4,4
PAR186,0,0
PAR188,0,0
PAR189,5,5
PAR194,0,0
PAR198,5,4
PAR199,4,3
PAR204,4,5
PAR206,5,0
PAR210,4,4
PAR215,3,2
PAR216A,3,2
PAR220,5,3
PAR221A,0,0
PAR226,5,5
PAR227,5,5
PAR22,4,3
PAR239,3,2
PAR240,4,4
PAR242,5,4
PAR243,4,4
PAR246,3,4
PAR248,4,4
PAR249,3,2
PAR24,5,4
PAR251,0,0
PAR252,4,3
PAR253,2,2
PAR254,5,3
PAR255,5,0
PAR256,5,4
PAR258,3,0
PAR259,5,0
PAR25,4,0
PAR260,4,0
PAR262,0,0
PAR263,4,2
PAR264,5,0
PAR265,4,0
PAR266,5,0
PAR267,4,3
PAR268,4,3
PAR26,5,0
PAR270,4,0
PAR271,5,0
PAR272,4,2
PAR274,5,5
PAR275,5,4
PAR277,3,0
PAR278,5,1
PAR279,4,2
PAR27,5,5
PAR287,5,5
PAR288,5,4
PAR290,4,1
PAR294,3,0
PAR296,3,5
PAR307A,5,1
PAR319A,3,5
PAR319B,0,0
PAR319C,0,0
PAR31,5,1
PAR324,5,3
PAR326,3,0
PAR329A,0,0
PAR329,2,0
PAR330,5,4
PAR334,0,0
PAR33,5,3
PAR48,5,5
PAR53,5,5
PAR58,5,1
PAR75,0,0
PAR76A,3,3
PAR76,0,0
PAR77,3,0
PAR78A,0,0
PAR78,3,1
PAR79A,3,3
PAR79,0,0
PAR80,4,5
PAR81,3,0
PAR82,5,5
PAR83,3,2
PAR84,1,0
PAR85,3,3
PAR88,4,5
PAR89,1,1
PAR90,3,5
PAR91,5,5
PAR92,0,0
PAR93,0,0
PAR94,0,0
PAR95,4,5
PAR96A,0,0
PAR96,4,2
PAR97,4,4
PAR98,4,5
PAR99,3,1
PCR1,0,0
PCR26,0,0
PCR30,0,0
PCR33,0,0
PCR35,4,2
PCR64,0,0
PCR8,0,0
PFR100,0,0
PFR101,0,0
PFR102,5,1
PFR103,4,2
PFR104,0,0
PFR105,0,0
PFR106,0,0
PFR107,5,4
PFR108,0,0
PFR109,0,0
PFR10,0,5
PFR110,0,0
PFR111,0,0
PFR112,0,0
PFR113,3,0
PFR114,4,0
PFR115,4,4
PFR116,5,2
PFR117,4,4
PFR118,0,0
PFR119,4,4
PFR11,0,5
PFR120,4,4
PFR121,0,0
PFR123,0,0
PFR124,4,0
PFR125,0,0
PFR126,5,5
PFR127,5,2
PFR128,0,0
PFR129,3,3
PFR130,3,5
PFR131,4,3
PFR132,4,4
PFR133,4,5
PFR134,3,3
PFR135,5,2
PFR136,0,0
PFR137,0,0
PFR138,0,0
PFR139,5,4
PFR13,0,5
PFR140,4,0
PFR141,3,0
PFR142,5,5
PFR143,0,0
PFR144,0,0
PFR145,0,0
PFR146,0,0
PFR147,4,5
PFR148,0,0
PFR149,2,2
PFR14,0,5
PFR150,0,0
PFR151,0,0
PFR152,0,0
PFR153,4,3
PFR154,4,2
PFR155,0,0
PFR156,0,0
PFR157,4,2
PFR158,3,3
PFR160,0,0
PFR161,2,2
PFR162,0,0
PFR163,3,3
PFR164,4,0
PFR166,0,0
PFR167,3,3
PFR168,0,0
PFR169,0,0
PFR16,0,5
PFR171,3,0
PFR172,0,0
PFR174,0,0
PFR176,0,0
PFR177,2,0
PFR178,4,0
PFR180,2,2
PFR181,1,2
PFR182,1,3
PFR183,3,1
PFR184,4,0
PFR185,4,2
PFR186,4,0
PFR187,2,1
PFR188,0,0
PFR189,0,0
PFR18,0,5
PFR190,3,0
PFR191,0,0
PFR194,3,4
PFR195,5,5
PFR196,0,0
PFR197,5,5
PFR199,4,5
PFR19,0,3
PFR1,3.5,0
PFR200,0,0
PFR201,4,4
PFR204,3,4
PFR205,0,0
PFR206,5,4
PFR207,0,0
PFR208,0,0
PFR209,0,0
PFR210,0,0
PFR211,4,5
PFR212,4,4
PFR213,0,0
PFR214,3,0
PFR215,4,5
PFR220,2,3
PFR222,1,3
PFR223,5,4
PFR225,5,4
PFR226,3,2
PFR227,3,2
PFR228,5,5
PFR229,0,0
PFR230,0,0
PFR231,4,5
PFR232A,3,0
PFR238A,4,3
PFR23,0,5
PFR24,0,5
PFR25,0,3
PFR27,0,5
PFR28,0,3
PFR29,0,5
PFR2,0,5
PFR30,0,1
PFR31,0,3
PFR33,0,3
PFR34,0,5
PFR38,0,3
PFR39,0,3
PFR3,0,1
PFR40,0,3
PFR42,2,0
PFR45,0,3
PFR47,0,5
PFR48,0,5
PFR49,0,5
PFR51,0,5
PFR52,0,5
PFR53,0,0
PFR54,2,0
PFR55,5,1
PFR56,5,5
PFR57,2,1
PFR58,2,2
PFR59,0,0
PFR60,0,0
PFR61,5,5
PFR62,5,3
PFR63,5,0
PFR64,4,5
PFR65,5,5
PFR66,0,0
PFR67,5,3
PFR68,5,0
PFR69,5,2
PFR6,0,4
PFR70,3,2
PFR71,5,3
PFR72,0,0
PFR73,5,5
PFR74,3,5
PFR75,2,2
PFR76,0,0
PFR77,5,2
PFR78,5,0
PFR79,0,0
PFR7,4,5
PFR80A,5,5
PFR81,3,1
PFR82,4,5
PFR83,4,5
PFR84,2,4
PFR85,3,3
PFR86,0,0
PFR87,3,3
PFR88,2,4
PFR89,3,5
PFR90,4,0
PFR91,2,4
PFR92,0,0
PFR93,3,5
PFR94,2,0
PFR95,4,2
PFR96,4,2
PFR97,1,2
PFR98,4,0
PFR99,4,4
PFR9,0,0
PGR108,4,5
PGR10,5,3
PGR115,5,5
PGR11,5,3
PGR12,5,0
PGR13,2,3
PGR14,0,0
PGR15,5,5
PGR16,5,3
PGR18,5,5
PGR19,0,0
PGR1,5,5
PGR21,5,0
PGR22,5,2
PGR24,5,0
PGR25,5,3
PGR26,5,3
PGR27,4,5
PGR28,5,1
PGR29,4,3
PGR2,5,2
PGR30,5,5
PGR31,3,0
PGR32,1,2
PGR33,0,0
PGR34,4,4
PGR35,2,2
PGR36,5,0
PGR37,0,0
PGR38,0,0
PGR39,5,5
PGR3,5,5
PGR40,4,0
PGR41,5,4
PGR42,4,4
PGR4,0,0
PGR59,4,3
PGR5,5,5
PGR68A,3,3
PGR6,5,0
PGR7,4,3
PGR84,5,5
PGR86,5,3
PGR87,2,5
PGR8,5,5
PGR90,1,1
PGR95,5,5
PGR9,5,2
PLR100,5,5
PLR101,5,5
PLR104,2,3
PLR105,4,0
PLR106,3,1
PLR107,5,5
PLR108,2,0
PLR109,3,3
PLR10,3,1
PLR110,5,0
PLR112,5,5
PLR113,2,0
PLR114,0,0
PLR115,4,3
PLR117,4,0
PLR11,5,5
PLR120,5,3
PLR121,3,2
PLR124,2,2
PLR125,3,2
PLR126,5,4
PLR127,5,5
PLR128,5,2
PLR129,0,0
PLR12,0,0
PLR131,2,3
PLR132,5,3
PLR133,0,0
PLR134,0,0
PLR135,4,5
PLR136,5,0
PLR137,0,0
PLR13,4,0
PLR140,0,0
PLR141,4,5
PLR144,4,2
PLR145,3,3
PLR149,5,0
PLR14,5,5
PLR150,5,0
PLR152,5,5
PLR153,3,2
PLR158,4,3
PLR15,0,0
PLR160,0,0
PLR165,3,4
PLR16,4,3
PLR178,5,5
PLR17,1,1
PLR18A,0,0
PLR18,4,4
PLR195,5,0
PLR197,5,5
PLR198,5,5
PLR199,4,4
PLR19,4,3
PLR1,5,5
PLR200,5,0
PLR201,0,0
PLR202,4,3
PLR205,3,0
PLR208,5,5
PLR209,5,5
PLR20,5,0
PLR215,0,0
PLR216,0,0
PLR21,2,4
PLR23,4,3
PLR24,0,0
PLR26,0,0
PLR27,5,5
PLR28,3,0
PLR29,5,5
PLR2,4,2
PLR30,0,0
PLR31,0,0
PLR3A,3,3
PLR3,2,3
PLR4,4,4
PLR5,1,1
PLR6,5,5
PLR7,2,0
PLR8,4,4
PLR97,0,0
PLR98,3,0
PLR99,5,0
PPR100,5,2
PPR101,0,0
PPR102,2,0
PPR104,3,0
PPR10,5,2
PPR11,5,1
PPR14,5,5
PPR154,4,4
PPR156,4,2
PPR158,5,0
PPR174,5,5
PPR175,5,5
PPR179,5,5
PPR184,4,5
PPR191,4,0
PPR192,5,5
PPR194,0,0
PPR197,4,4
PPR1,0,0
PPR202A,3,5
PPR203,3,3
PPR208,5,4
PPR20,5,0
PPR210,5,5
PPR212,5,5
PPR21,5,0
PPR223,3,3
PPR226,5,1
PPR227,4,2
PPR22,0,0
PPR231,5,5
PPR232,0,0
PPR234,4,4
PPR23,5,5
PPR260,5,5
PPR262,5,0
PPR263,5,5
PPR264,5,0
PPR267,3,5
PPR268,3,1
PPR27,5,5
PPR28,0,0
PPR29,5,5
PPR31,5,0
PPR33,5,2
PPR36,0,0
PPR38,5,0
PPR43,5,5
PPR46,0,0
PPR47,0,0
PPR49,5,5
PPR50,5,5
PPR51,5,5
PPR54,2,3
PPR55,5,5
PPR5,0,0
PPR60,0,0
PPR61,5,4
PPR63,3,5
PPR67,5,5
PPR6,5,5
PPR71,5,5
PPR72,5,0
PPR73,5,0
PPR76,3,3
PPR77A,0,0
PPR77,3,3
PPR78,4,4
PPR79,0,0
PPR7,5,5
PPR80,0,0
PPR81,4,5
PPR82,5,5
PPR83,5,4
PPR84,4,2
PPR85,5,2
PPR86,4,2
PPR87,5,0
PPR88,0,0
PPR89,0,0
PPR8,5,0
PPR90,2,2
PPR91,5,5
PPR92,0,0
PPR93,0,0
PPR94,5,5
PPR95,0,0
PPR96,0,0
PPR97A,3,3
PPR97,5,5
PPR98,0,0
PPR99,5,5
PR113,4,5
PR114,5,1
PR122,5,5
PR123,5,2
PR124A,5,5
PR124B,5,5
PR124,4,5
PR125A,0,0
PR125B,5,3
PR125C,5,0
PR125,5,2
PR127,3,5
PR130,0,0
PR131,0,0
PR19,5,0
PR25,5,5
PR27,5,2
PR30,5,0
PR31,5,0
PR34,5,0
PR40,5,0
PR45,5,0
PR47,5,0
PR54,5,3
PR62,5,3
PR63,5,2
PR65,5,2
PR67,3,2
PR69,5,0
PR77,0,0
PR78,5,3
PR79,5,0
PR80,5,0
PR81,0,0
PR82,3,1
PR83,5,3
PR84,4,4
PR85,3,4
PR86,2,2
PR87,5,0
PR88,4,4
PR89,1,2
PR90,0,0
PSR100,3,3
PSR102,5,0
PSR103,2,2
PSR105,4,0
PSR106,5,0
PSR108,5,5
PSR109,2,2
PSR10,5,2
PSR110,2,3
PSR112,0,0
PSR113,0,0
PSR114,4,1
PSR115,4,4
PSR116,5,0
PSR117,0,0
PSR118,3,0
PSR119,4,1
PSR120,5,5
PSR121,3,2
PSR122,5,0
PSR123,5,4
PSR124,5,0
PSR125,4,4
PSR126,5,0
PSR127,0,0
PSR128,5,2
PSR129,5,0
PSR130,0,0
PSR131,0,0
PSR132,5,0
PSR133,5,0
PSR134,4,4
PSR135,0,0
PSR136,5,0
PSR137,5,0
PSR138,4,0
PSR14,0,0
PSR16,0,0
PSR171,4,0
PSR172,5,4
PSR173,4,0
PSR175,5,1
PSR176,5,0
PSR177,5,0
PSR178,3,3
PSR179,2,0
PSR17,5,3
PSR181,5,4
PSR182,0,0
PSR183,2,2
PSR184,0,0
PSR186,4,2
PSR189,4,3
PSR18,0,0
PSR192,0,0
PSR195,4,3
PSR197,3,0
PSR1,5,5
PSR203,0,0
PSR20,5,0
PSR211,4,4
PSR214,0,0
PSR219,5,3
PSR21,5,0
PSR247,5,5
PSR248,5,2
PSR24,5,0
PSR250,3,3
PSR251,5,0
PSR269,5,5
PSR26,5,0
PSR270,5,5
PSR273,5,4
PSR277,3,0
PSR278,0,0
PSR279,3,0
PSR27,5,0
PSR284,0,0
PSR288,5,3
PSR28,0,0
PSR290,5,1
PSR291,1,0
PSR292,5,5
PSR293,5,5
PSR2,5,5
PSR30,2,0
PSR31,0,0
PSR34,0,0
PSR35,3,0
PSR36,5,2
PSR37,5,5
PSR38,5,5
PSR39,4,2
PSR42,5,5
PSR43,0,0
PSR44,5,5
PSR45,5,2
PSR47,0,0
PSR48,0,0
PSR49,0,0
PSR4,5,5
PSR51,5,5
PSR52,5,5
PSR53,5,5
PSR54,0,0
PSR55,5,2
PSR56,5,0
PSR58,5,5
PSR59,5,5
PSR5,5,2
PSR61,0,0
PSR62,5,5
PSR63,5,3
PSR66,5,5
PSR67,5,5
PSR68,0,0
PSR69,0,0
PSR6,5,0
PSR70,0,0
PSR71,1,0
PSR72,0,0
PSR73,4,4
PSR74,3,3
PSR75,2,2
PSR76A,4,4
PSR76,0,0
PSR77A,2,2
PSR77,0,0
PSR78,0,0
PSR79,3,3
PSR80,2,0
PSR82,3,3
PSR83,0,0
PSR86,0,0
PSR87,0,0
PSR88,2,1
PSR8,5,2
PSR91,4,2
PSR93,5,2
PSR94,3,2
PSR95,3,3
PSR96,3,2
PSR97,3,2
PSR98A,0,0
PSR98,4,0
PSR99,4,3
QR101,0,0
QR102,5,0
QR38,5,3
QR49,5,5
QR61,5,5
QR84,3,4
QR99,4,3
RHR100,2,0
RHR101,2,2
RHR105,5,0
RHR109,5,4
RHR10,0,0
RHR112,4,1
RHR113,0,0
RHR116,5,5
RHR11,0,0
RHR123,4,4
RHR125,4,2
RHR126,0,0
RHR129,3,0
RHR12,4,2
RHR130,4,0
RHR131,5,0
RHR132,4,4
RHR133,5,4
RHR134,5,5
RHR135,2,2
RHR136,5,4
RHR137,3,0
RHR138,4,0
RHR13,2,3
RHR141,5,0
RHR142,0,0
RHR143,0,0
RHR144,4,0
RHR145,2,0
RHR14,0,0
RHR150,0,0
RHR151,5,2
RHR152,0,0
RHR154,0,0
RHR155,3,0
RHR156,3,4
RHR157,4,0
RHR159,5,0
RHR162,0,0
RHR164,0,0
RHR165,0,0
RHR166,0,0
RHR168,5,0
RHR169,5,5
RHR16,2,1
RHR170,0,0
RHR172,0,0
RHR17,0,0
RHR19,2,3
RHR1,0,0
RHR20,2,2
RHR21,5,4
RHR22,5,2
RHR23,2,0
RHR25,5,0
RHR26,5,5
RHR27,5,5
RHR28,0,0
RHR29,2,2
RHR2,3,5
RHR30,0,0
RHR31,0,0
RHR32,0,0
RHR33,5,1
RHR35,0,0
RHR37,5,0
RHR38,0,0
RHR39,5,0
RHR3,3,3
RHR40,1,0
RHR41,0,0
RHR43,3,0
RHR44,2,2
RHR45,3,2
RHR46,5,1
RHR47,0,0
RHR4,4,2
RHR50,2,2
RHR51,5,0
RHR5,4,4
RHR6,4,3
RHR70,5,3
RHR73,5,3
RHR74,5,0
RHR76,5,1
RHR77,3,5
RHR79,5,0
RHR7,5,5
RHR82,1,1
RHR83,5,5
RHR84,5,1
RHR85,0,0
RHR86,2,1
RHR88,3,3
RHR89,0,0
RHR8,2,3
RHR90,3,4
RHR91,3,3
RHR94,5,5
RHR95,4,5
RHR98,4,3
RHR9,5,5
RNR244,5,2
RPR102,4,1
RPR103,5,0
RPR105,5,2
RPR106,4,4
RPR107,5,0
RPR10,0,0
RPR11,3,0
RPR149,5,5
RPR14,5,5
RPR16,5,5
RPR17,0,0
RPR18,3,2
RPR196,0,0
RPR197,5,0
RPR19,5,5
RPR200,0,0
RPR201,0,0
RPR202,5,0
